h3_index,SOC_res_250_b0 (g/kg),SOC_res_250_b10 (g/kg),soil_moisture_res_250_sm_surface (m3/m3),soil_pH_res_250_b0 (pH),soil_pH_res_250_b10 (pH),soil_temp_res_250_soil_temp_layer1 (K),lon,lat,point_count,h3_boundary_geojson,biochar_suitability_score,soil_quality_index,suitability_grade,color_hex,recommendation,property_ratings_moisture,property_scores_moisture,property_ratings_soc,property_scores_soc,property_ratings_ph,property_scores_ph,property_ratings_temperature,property_scores_temperature,suitability_score
85a84927fffffff,0.0,0.0,,0.0,0.0,,-59.8897269618173,-16.362437329869504,4138,"[[-59.84818440398267, -16.44404781275048], [-59.799611702309406, -16.37200851132024], [-59.841211665982044, -16.29038139052297], [-59.93130768609181, -16.280850816623797], [-59.97981797997345, -16.352879250454492], [-59.93829473825392, -16.434449146009957]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8492bfffffff,0.0,0.0,,0.0,0.0,,-59.61904769538017,-16.390985749518766,4156,"[[-59.57730436847787, -16.472664872840767], [-59.528616635786186, -16.40047957420772], [-59.57037497669906, -16.31879585774643], [-59.660745002368216, -16.30935407538993], [-59.70937112453834, -16.38152874101198], [-59.667688910144825, -16.463155841741706]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8492ffffffff,0.7333977,0.72905093,0.116277926,1.5903647,1.5896161,299.83228,-59.751028675440715,-16.29983945278918,4141,"[[-59.70937112453834, -16.38152874101198], [-59.660745002368216, -16.30935407538993], [-59.70242136654433, -16.227670104438122], [-59.792647530033896, -16.218217669132475], [-59.841211665982044, -16.29038139052297], [-59.799611702309406, -16.37200851132024]]",94.44,5.56,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Very Poor,0.0,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,9.443999999999999
85a84933fffffff,0.0,0.0,,0.0,0.0,,-59.764869198067636,-16.607104741787442,4140,"[[-59.72327893845524, -16.68869909294896], [-59.67463558328618, -16.61677486107865], [-59.71632364802658, -16.535205701299706], [-59.80657864174756, -16.525617922095247], [-59.85515991068214, -16.597531979871945], [-59.81354834979181, -16.679044011260903]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84937fffffff,0.0,0.0,,0.0,0.0,,-59.89667835714286,-16.51597511355932,4130,"[[-59.85515991068214, -16.597531979871945], [-59.80657864174756, -16.525617922095247], [-59.84818440398267, -16.44404781275048], [-59.93829473825392, -16.434449146009957], [-59.98681354931951, -16.506352722475402], [-59.94528456070632, -16.58786546744317]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8493bfffffff,0.0,0.0,,0.0,0.0,,-59.62585565019286,-16.544756392960466,4148,"[[-59.584236523878424, -16.62635089617942], [-59.535540125544124, -16.554290787459873], [-59.57730436847787, -16.472664872840767], [-59.667688910144825, -16.463155841741706], [-59.71632364802658, -16.535205701299706], [-59.67463558328618, -16.61677486107865]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84943fffffff,0.0,0.0,,0.0,0.0,,-59.088814323923444,-16.755460491626796,4180,"[[-59.04679186936582, -16.837056660632324], [-58.99786153500562, -16.764831932034305], [-59.039945477916284, -16.683160945328947], [-59.13088484877849, -16.673770358069277], [-59.17975511712664, -16.74598569343497], [-59.137746162963175, -16.827601028479215]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84947fffffff,0.0,0.0,,0.0,0.0,,-59.221680452803064,-16.66431238476282,4174,"[[-59.17975511712664, -16.74598569343497], [-59.13088484877849, -16.673770358069277], [-59.17288774522078, -16.59209442732293], [-59.263685711929135, -16.58268974784763], [-59.312495521881026, -16.654895380833988], [-59.27056790492002, -16.736515415005247]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8494bfffffff,0.0,0.0,,0.0,0.0,,-58.94887552158359,-16.692508058192224,4193,"[[-58.90678139529298, -16.774207560049827], [-58.85780030398227, -16.701847489847925], [-58.89995888902395, -16.6201212317989], [-58.991024006510656, -16.61081033413458], [-59.039945477916284, -16.683160945328947], [-58.99786153500562, -16.764831932034305]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8494ffffffff,0.0,0.0,,0.0,0.0,,-59.081968969414575,-16.601461292473118,4185,"[[-59.039945477916284, -16.683160945328947], [-58.991024006510656, -16.61081033413458], [-59.03310184002438, -16.52907888665983], [-59.12402629019893, -16.51975358608898], [-59.17288774522078, -16.59209442732293], [-59.13088484877849, -16.673770358069277]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84953fffffff,0.0,0.0,,0.0,0.0,,-59.095690059161676,-16.90915884766467,4175,"[[-59.05364101583952, -16.990764147309676], [-59.00470181674881, -16.918666120928606], [-59.04679186936582, -16.837056660632324], [-59.137746162963175, -16.827601028479215], [-59.18662524637343, -16.899690036185163], [-59.14461023421715, -16.98124371410515]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84957fffffff,0.0,0.0,,0.0,0.0,,-59.228579252697195,-16.818084674658355,4171,"[[-59.18662524637343, -16.899690036185163], [-59.137746162963175, -16.827601028479215], [-59.17975511712664, -16.74598569343497], [-59.27056790492002, -16.736515415005247], [-59.319386480193835, -16.808595097252912], [-59.27745285722085, -16.89015440292328]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8495bfffffff,0.0,0.0,,0.0,0.0,,-58.9557356149988,-16.846504024599952,4187,"[[-58.91360665268633, -16.92810623778894], [-58.86461664886881, -16.855872424547563], [-58.90678139529298, -16.774207560049827], [-58.99786153500562, -16.764831932034305], [-59.04679186936582, -16.837056660632324], [-59.00470181674881, -16.918666120928606]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84963fffffff,0.0,0.0,,0.0,0.0,,-59.347454855361,-16.41929508443272,4169,"[[-59.30560732311392, -16.50101004902041], [-59.2568062767882, -16.42867928923078], [-59.298721882434194, -16.346940996171394], [-59.38936310050359, -16.337589481955682], [-59.43810334998802, -16.409909848302036], [-59.39626325869451, -16.49159214156201]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84967fffffff,0.49940035,0.50995445,0.11429777,0.798249,0.79733753,300.30908,-59.47987932669705,-16.328240742624132,4169,"[[-59.43810334998802, -16.409909848302036], [-59.38936310050359, -16.337589481955682], [-59.43119723812395, -16.255849528070346], [-59.521695908033855, -16.246486197341415], [-59.57037497669906, -16.31879585774643], [-59.528616635786186, -16.40047957420772]]",94.44,5.56,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Very Poor,0.0,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,9.443999999999999
85a8496bfffffff,0.19459072,0.21421733,0.107584625,0.34198183,0.3412877,300.79562,-59.2079636045955,-16.356205610818574,4178,"[[-59.16602312919334, -16.43801812770441], [-59.11717048576125, -16.365552611079718], [-59.159161267582746, -16.283758699696932], [-59.24992959803804, -16.274485942165104], [-59.298721882434194, -16.346940996171394], [-59.2568062767882, -16.42867928923078]]",94.44,5.56,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Very Poor,0.0,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,9.443999999999999
85a8496ffffffff,1.8577926,1.998803,0.11350526,3.5227437,3.5178838,300.5205,-59.340538498683266,-16.26520929662437,4177,"[[-59.298721882434194, -16.346940996171394], [-59.24992959803804, -16.274485942165104], [-59.29183919838442, -16.192690131809975], [-59.382465700840974, -16.18340525096352], [-59.43119723812395, -16.255849528070346], [-59.38936310050359, -16.337589481955682]]",84.72,15.28,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Very Poor,0.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,8.472
85a84973fffffff,0.0,0.0,,0.0,0.0,,-59.35432581626289,-16.57323204437515,4169,"[[-59.312495521881026, -16.654895380833988], [-59.263685711929135, -16.58268974784763], [-59.30560732311392, -16.50101004902041], [-59.39626325869451, -16.49159214156201], [-59.44501222203713, -16.563787762479656], [-59.40316617686868, -16.64541132239491]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84977fffffff,0.0,0.0,,0.0,0.0,,-59.48677533637894,-16.482145031497957,4159,"[[-59.44501222203713, -16.563787762479656], [-59.39626325869451, -16.49159214156201], [-59.43810334998802, -16.409909848302036], [-59.528616635786186, -16.40047957420772], [-59.57730436847787, -16.472664872840767], [-59.535540125544124, -16.554290787459873]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8497bfffffff,0.0,0.0,,0.0,0.0,,-59.214781308446995,-16.510372580521654,4179,"[[-59.17288774522078, -16.59209442732293], [-59.12402629019893, -16.51975358608898], [-59.16602312919334, -16.43801812770441], [-59.2568062767882, -16.42867928923078], [-59.30560732311392, -16.50101004902041], [-59.263685711929135, -16.58268974784763]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84983fffffff,0.0,0.0,,0.0,0.0,,-59.65372380188679,-17.15787244629898,4134,"[[-59.611992810722, -17.23922753954826], [-59.56326173367353, -17.167676299112372], [-59.60504958632043, -17.086292211340186], [-59.69549220938187, -17.076516653791987], [-59.7441614258575, -17.14805915914885], [-59.70244995846956, -17.22938597791108]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84987fffffff,0.0,0.0,,0.0,0.0,,-59.78580309035853,-17.066672743217055,4128,"[[-59.7441614258575, -17.14805915914885], [-59.69549220938187, -17.076516653791987], [-59.737197825922465, -16.995127676361644], [-59.82749607747643, -16.985338739253432], [-59.87610305740269, -17.05687220985316], [-59.83447410000783, -17.138203673252015]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8498bfffffff,0.0,0.0,,0.0,0.0,,-59.51448445632239,-17.096022114140926,4144,"[[-59.47267534117787, -17.177437611287687], [-59.42389150585236, -17.105749145946636], [-59.465755413839574, -17.02430815689894], [-59.55632718137026, -17.014612554896953], [-59.60504958632043, -17.086292211340186], [-59.56326173367353, -17.167676299112372]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8498ffffffff,0.0,0.0,,0.0,0.0,,-59.64678136989611,-17.004835676250302,4139,"[[-59.60504958632043, -17.086292211340186], [-59.55632718137026, -17.014612554896953], [-59.59810913134789, -16.933166430656524], [-59.68853723145555, -16.923457130252544], [-59.737197825922465, -16.995127676361644], [-59.69549220938187, -17.076516653791987]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84993fffffff,0.0,0.0,,0.0,0.0,,-59.66066074860741,-17.310685376120123,4129,"[[-59.61893880600647, -17.391970588486704], [-59.57019905524806, -17.320548548809853], [-59.611992810722, -17.23922753954826], [-59.70244995846956, -17.22938597791108], [-59.75112779852581, -17.30079965553157], [-59.70941048016979, -17.38206327781241]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84997fffffff,0.0,0.0,,0.0,0.0,,-59.79279206016497,-17.21951736147501,4122,"[[-59.75112779852581, -17.30079965553157], [-59.70244995846956, -17.22938597791108], [-59.7441614258575, -17.14805915914885], [-59.83447410000783, -17.138203673252015], [-59.88308965333068, -17.20960869152581], [-59.84145489692732, -17.2908778761708]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a8499bfffffff,0.0,0.0,,0.0,0.0,,-59.52140836343878,-17.24901118159865,4141,"[[-59.47959803597991, -17.33037531838506], [-59.43080547852548, -17.25881564191777], [-59.47267534117787, -17.177437611287687], [-59.56326173367353, -17.167676299112372], [-59.611992810722, -17.23922753954826], [-59.57019905524806, -17.320548548809853]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849a3fffffff,0.0,0.0,,0.0,0.0,,-59.91064069900558,-16.822566817123455,4123,"[[-59.86911923594844, -16.903946037391286], [-59.8205208278864, -16.83228490365626], [-59.86213818752296, -16.75083201026891], [-59.95227715488875, -16.741097901456204], [-60.00081300480907, -16.81274932018921], [-59.95927252224174, -16.89414458361741]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849a7fffffff,0.0,0.0,,0.0,0.0,,-60.04229088170998,-16.731309541656547,4117,"[[-60.00081300480907, -16.81274932018921], [-59.95227715488875, -16.741097901456204], [-59.9938118904518, -16.659643369350732], [-60.08380540910995, -16.649898144515813], [-60.13227833333466, -16.72153954504672], [-60.09082074039439, -16.80293620963834]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849abfffffff,0.0,0.0,,0.0,0.0,,-59.77186932011605,-16.760542749516443,4136,"[[-59.730236997271255, -16.842007038675703], [-59.68158502324018, -16.77020924750347], [-59.72327893845524, -16.68869909294896], [-59.81354834979181, -16.679044011260903], [-59.86213818752296, -16.75083201026891], [-59.8205208278864, -16.83228490365626]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849affffffff,0.0,0.0,,0.0,0.0,,-59.90370756523844,-16.669336349310093,4131,"[[-59.86213818752296, -16.75083201026891], [-59.81354834979181, -16.679044011260903], [-59.85515991068214, -16.597531979871945], [-59.94528456070632, -16.58786546744317], [-59.9938118904518, -16.659643369350732], [-59.95227715488875, -16.741097901456204]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849b3fffffff,0.0,0.0,,0.0,0.0,,-59.917641429645805,-16.97553223944687,4122,"[[-59.87610305740269, -17.05687220985316], [-59.82749607747643, -16.985338739253432], [-59.86911923594844, -16.903946037391286], [-59.95927252224174, -16.89414458361741], [-60.007816893830885, -16.96566871916685], [-59.96627066420661, -17.04700366462636]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849b7fffffff,0.0,0.0,,0.0,0.0,,-60.049325068270164,-16.884274999028182,4116,"[[-60.007816893830885, -16.96566871916685], [-59.95927252224174, -16.89414458361741], [-60.00081300480907, -16.81274932018921], [-60.09082074039439, -16.80293620963834], [-60.13930213604559, -16.87445070924501], [-60.0978388478525, -16.955787976579742]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849bbfffffff,0.0,0.0,,0.0,0.0,,-59.77882542843304,-16.913611090578833,4129,"[[-59.737197825922465, -16.995127676361644], [-59.68853723145555, -16.923457130252544], [-59.730236997271255, -16.842007038675703], [-59.8205208278864, -16.83228490365626], [-59.86911923594844, -16.903946037391286], [-59.82749607747643, -16.985338739253432]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849c3fffffff,0.0,0.0,,0.0,0.0,,-59.242347251681075,-17.12507894092219,4164,"[[-59.20037378274389, -17.206530469075986], [-59.15147706400538, -17.134696547158008], [-59.19349813442445, -17.053205581078576], [-59.284340570292436, -17.043604839149573], [-59.333176681293985, -17.115430182883422], [-59.29123104559647, -17.196864866655382]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849c7fffffff,0.0,0.0,,0.0,0.0,,-59.37503276082772,-17.033963680943213,4156,"[[-59.333176681293985, -17.115430182883422], [-59.284340570292436, -17.043604839149573], [-59.32628019951149, -16.96210731918133], [-59.41698029899059, -16.952491693948208], [-59.465755413839574, -17.02430815689894], [-59.42389150585236, -17.105749145946636]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849cbfffffff,0.0,0.0,,0.0,0.0,,-59.10252400742693,-17.062771390991855,4174,"[[-59.0604929188048, -17.144281535557393], [-59.01154485320844, -17.072311022261378], [-59.05364101583952, -16.990764147309676], [-59.14461023421715, -16.98124371410515], [-59.19349813442445, -17.053205581078576], [-59.15147706400538, -17.134696547158008]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849cffffffff,0.0,0.0,,0.0,0.0,,-59.23545779658982,-16.971650177473585,4164,"[[-59.19349813442445, -17.053205581078576], [-59.14461023421715, -16.98124371410515], [-59.18662524637343, -16.899690036185163], [-59.27745285722085, -16.89015440292328], [-59.32628019951149, -16.96210731918133], [-59.284340570292436, -17.043604839149573]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849d3fffffff,0.0,0.0,,0.0,0.0,,-59.24922942860577,-17.278264206490384,4160,"[[-59.20725219279681, -17.359662856686302], [-59.1583466537937, -17.287957675367117], [-59.20037378274389, -17.206530469075986], [-59.29123104559647, -17.196864866655382], [-59.34007592700218, -17.268561840076988], [-59.29812428459549, -17.3499326439276]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849d7fffffff,0.0,0.0,,0.0,0.0,,-59.38199759898722,-17.18713171232216,4147,"[[-59.34007592700218, -17.268561840076988], [-59.29123104559647, -17.196864866655382], [-59.333176681293985, -17.115430182883422], [-59.42389150585236, -17.105749145946636], [-59.47267534117787, -17.177437611287687], [-59.43080547852548, -17.25881564191777]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a849dbfffffff,0.0,0.0,,0.0,0.0,,-59.1093807318771,-17.21613695487278,4166,"[[-59.06734757972996, -17.297606971122562], [-59.018390645853565, -17.2257647729966], [-59.0604929188048, -17.144281535557393], [-59.15147706400538, -17.134696547158008], [-59.20037378274389, -17.206530469075986], [-59.1583466537937, -17.287957675367117]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85a84a03fffffff,6.100258,6.1278987,0.0854962,4.419396,4.424971,302.80167,-57.579589005387675,-16.983897486765052,4269,"[[-57.53674727493114, -17.065754320093326], [-57.48723029539121, -16.992805296632607], [-57.530155386370154, -16.910923926421567], [-57.622526294495536, -16.902043787668795], [-57.671988041367804, -16.97498500805462], [-57.62913420533444, -17.05681418684716]]",84.72,15.28,High Suitability,#d32f2f,Very suitable – biochar highly recommended,Very Poor,0.0,Very Poor,0.0,Poor,1.0,Moderate,2.0,8.472
85a84a07fffffff,4.4017353,4.493668,0.08401026,5.0398455,5.035436,302.544,-57.71474769418386,-16.89311913508443,4264,"[[-57.671988041367804, -16.97498500805462], [-57.622526294495536, -16.902043787668795], [-57.66537350297733, -16.820149071833296], [-57.757610957923696, -16.811248045768565], [-57.80701703461487, -16.88418114802423], [-57.76424141816178, -16.966023411208248]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a0bfffffff,5.0497665,5.2535048,0.08820571,4.527827,4.521729,302.72897,-57.43766745210281,-16.919769949299063,4280,"[[-57.39472666079564, -17.001663664253275], [-57.34516433022703, -16.928581034474835], [-57.388160283612955, -16.84664786800745], [-57.480647798619344, -16.837849143821952], [-57.530155386370154, -16.910923926421567], [-57.48723029539121, -16.992805296632607]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a0ffffffff,4.337155,4.5547495,0.086973816,4.6342306,4.6293173,302.45905,-57.57301499929808,-16.829033068788018,4274,"[[-57.530155386370154, -16.910923926421567], [-57.480647798619344, -16.837849143821952], [-57.52356621077827, -16.75590237023274], [-57.61592109954067, -16.74708245339648], [-57.66537350297733, -16.820149071833296], [-57.622526294495536, -16.902043787668795]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a13fffffff,6.4472575,6.491092,0.08456283,5.4723864,5.477684,303.10553,-57.58618226652602,-17.13860480567276,4266,"[[-57.54334187796244, -17.220391641421376], [-57.493815504405525, -17.147569216206076], [-57.53674727493114, -17.065754320093326], [-57.62913420533444, -17.05681418684716], [-57.678605297828916, -17.129629167779473], [-57.63574483355686, -17.21139174299364]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a17fffffff,5.3683715,5.15908,0.08242458,5.79756,5.7923274,302.8414,-57.72136291975598,-17.04782361989676,4262,"[[-57.678605297828916, -17.129629167779473], [-57.62913420533444, -17.05681418684716], [-57.671988041367804, -16.97498500805462], [-57.76424141816178, -16.966023411208248], [-57.81365679196152, -17.038830635321972], [-57.77087459930435, -17.120607230012713]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a1bfffffff,5.1946654,5.4709873,0.08724793,4.519537,4.5189285,303.05347,-57.44424316939635,-17.074650005147404,4274,"[[-57.40129574722627, -17.156487000397217], [-57.351723976638375, -17.08353048832673], [-57.39472666079564, -17.001663664253275], [-57.48723029539121, -16.992805296632607], [-57.53674727493114, -17.065754320093326], [-57.493815504405525, -17.147569216206076]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a23fffffff,3.4400656,3.593244,0.08534844,5.08677,5.082102,302.07657,-57.843111424818204,-16.64739819962468,4263,"[[-57.80037999882176, -16.729341183443324], [-57.75098321709376, -16.656283046717792], [-57.793745683087266, -16.57431266154511], [-57.88583314793859, -16.56545300379463], [-57.93517387467209, -16.63850234071034], [-57.892483282217405, -16.72042015188173]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a27fffffff,2.1963825,2.2210476,0.08518729,5.538102,5.540028,302.00092,-57.97780944514916,-16.556556049095608,4257,"[[-57.93517387467209, -16.63850234071034], [-57.88583314793859, -16.56545300379463], [-57.92851721744513, -16.483472611137792], [-58.020469901288095, -16.474594400914896], [-58.06975414385594, -16.547634619387], [-58.027142276483254, -16.629562183364094]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a2bfffffff,3.4721441,3.6434925,0.08795687,5.5117745,5.506859,301.9421,-57.701539052200374,-16.58311094030899,4272,"[[-57.65876168115935, -16.665123274057148], [-57.60931861897129, -16.591932107861613], [-57.65215257441666, -16.509909545496324], [-57.744358194176556, -16.501130342878067], [-57.793745683087266, -16.57431266154511], [-57.75098321709376, -16.656283046717792]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a2ffffffff,2.9889853,3.0307007,0.087388106,5.071526,5.0631824,301.85043,-57.836407718537615,-16.492302561987344,4267,"[[-57.793745683087266, -16.57431266154511], [-57.744358194176556, -16.501130342878067], [-57.78711408591739, -16.41909751802778], [-57.879185734982876, -16.41029946053815], [-57.92851721744513, -16.483472611137792], [-57.88583314793859, -16.56545300379463]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a33fffffff,4.030524,4.285513,0.082954116,5.2830477,5.28016,302.33496,-57.84974019229866,-16.80232535501291,4259,"[[-57.80701703461487, -16.88418114802423], [-57.757610957923696, -16.811248045768565], [-57.80037999882176, -16.729341183443324], [-57.892483282217405, -16.72042015188173], [-57.94183325532692, -16.793344820376145], [-57.899136139311466, -16.875198971078174]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a37fffffff,3.073142,3.2786925,0.082549065,5.6212845,5.6222014,302.1981,-57.98446003222013,-16.71145303762935,4252,"[[-57.94183325532692, -16.793344820376145], [-57.892483282217405, -16.72042015188173], [-57.93517387467209, -16.63850234071034], [-58.027142276483254, -16.629562183364094], [-58.07643571672966, -16.70247810190486], [-58.03381737778422, -16.784342944778455]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
85a84a3bfffffff,4.234192,4.449883,0.08598888,5.2212415,5.218923,302.22955,-57.70815936721311,-16.738190875175643,4270,"[[-57.66537350297733, -16.820149071833296], [-57.61592109954067, -16.74708245339648], [-57.65876168115935, -16.665123274057148], [-57.75098321709376, -16.656283046717792], [-57.80037999882176, -16.729341183443324], [-57.757610957923696, -16.811248045768565]]",75.0,25.0,Moderate Suitability,#f57c00,Suitable – biochar recommended,Very Poor,0.0,Very Poor,0.0,Moderate,2.0,Moderate,2.0,7.5
