h3_index,SOC_res_250_b0 (g/kg),SOC_res_250_b10 (g/kg),soil_moisture_res_250_sm_surface (m3/m3),soil_pH_res_250_b0 (pH),soil_pH_res_250_b10 (pH),soil_temp_res_250_soil_temp_layer1 (K),lon,lat,point_count,h3_boundary_geojson,biochar_suitability_score,soil_quality_index,suitability_grade,color_hex,recommendation,property_ratings_moisture,property_scores_moisture,property_ratings_soc,property_scores_soc,property_ratings_ph,property_scores_ph,property_ratings_temperature,property_scores_temperature,suitability_score
85814103fffffff,0.0,0.0,,0.0,0.0,,-50.29046698474341,-7.8320207926490975,4326,"[[-50.23760056722989, -7.917100891533112], [-50.18694859822491, -7.83575193643482], [-50.23249468962638, -7.750668633294868], [-50.32864676696416, -7.746954086157506], [-50.379272667598926, -7.828282861617729], [-50.33377268765146, -7.91334635898893]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814107fffffff,0.0,0.0,,0.0,0.0,,-50.424722313025214,-7.743146539495798,4760,"[[-50.379272667598926, -7.828282861617729], [-50.32864676696416, -7.746954086157506], [-50.37413788039048, -7.661881466556229], [-50.470208396931795, -7.658157636224568], [-50.52080763794632, -7.739465762012279], [-50.475363149781124, -7.824518362831105]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581410bfffffff,0.0,0.0,,0.0,0.0,,-50.22586435294118,-7.7521306470588245,34,"[[-50.09071602453271, -7.8394563897644], [-50.04004978431773, -7.75803819340925], [-50.0856414297587, -7.672935641185125], [-50.18185389032741, -7.6692705294021355], [-50.23249468962638, -7.750668633294868], [-50.18694859822491, -7.83575193643482]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581410ffffffff,0.0,0.0,,0.0,0.0,,-50.28738043551847,-7.665650614064362,4195,"[[-50.23249468962638, -7.750668633294868], [-50.18185389032741, -7.6692705294021355], [-50.22739107458662, -7.584178447562509], [-50.32352311562837, -7.580503926745741], [-50.37413788039048, -7.661881466556229], [-50.32864676696416, -7.746954086157506]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814113fffffff,0.0,0.0,,0.0,0.0,,-50.29371088006301,-7.998313049279929,4444,"[[-50.24270870882092, -8.083472441406412], [-50.19204556598506, -8.002174004012952], [-50.23760056722989, -7.917100891533112], [-50.33377268765146, -7.91334635898893], [-50.384409728247654, -7.994625001010003], [-50.33890087911618, -8.079677966325619]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814117fffffff,0.0,0.0,,0.0,0.0,,-50.4298861237655,-7.909528047909224,4759,"[[-50.384409728247654, -7.994625001010003], [-50.33377268765146, -7.91334635898893], [-50.379272667598926, -7.828282861617729], [-50.475363149781124, -7.824518362831105], [-50.5259734965623, -7.905776740255008], [-50.480520182785675, -7.990819876337017]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581411bfffffff,0.0,0.0,,0.0,0.0,,-50.22765796153846,-7.9183037051282055,78,"[[-50.09579287230697, -8.005917757675771], [-50.0451154288816, -7.924549093766159], [-50.09071602453271, -7.8394563897644], [-50.18694859822491, -7.83575193643482], [-50.23760056722989, -7.917100891533112], [-50.19204556598506, -8.002174004012952]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814123fffffff,0.0,0.0,,0.0,0.0,,-50.561033944923274,-7.4881204864410345,4757,"[[-50.51564406210958, -7.573096980336386], [-50.46505592280917, -7.491740475407594], [-50.51048276762312, -7.40667317599336], [-50.606450784077, -7.402982260951555], [-50.65701170972131, -7.4843172610436595], [-50.61163195959093, -7.569364675675419]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814127fffffff,0.0,0.0,,0.0,0.0,,-50.70233931902894,-7.410353229769495,4078,"[[-50.65701170972131, -7.4843172610436595], [-50.606450784077, -7.402982260951555], [-50.651821757545854, -7.317929268264072], [-50.74770618133637, -7.314231364305946], [-50.798239307894605, -7.395544390474881], [-50.75291593611412, -7.480577289065736]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581412bfffffff,0.0,0.0,,0.0,0.0,,-50.414438980486686,-7.417059443755739,4356,"[[-50.3690053651959, -7.495423596707069], [-50.31840173221928, -7.413998665509348], [-50.36387512058986, -7.328912038652153], [-50.459905725985855, -7.325269664963862], [-50.51048276762312, -7.40667317599336], [-50.46505592280917, -7.491740475407594]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581412ffffffff,0.0,0.0,,0.0,0.0,,-50.5556254368421,-7.37289164736842,1520,"[[-50.51048276762312, -7.40667317599336], [-50.459905725985855, -7.325269664963862], [-50.50532375305906, -7.240197135301665], [-50.60127189512119, -7.2365476480499265], [-50.651821757545854, -7.317929268264072], [-50.606450784077, -7.402982260951555]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814133fffffff,0.0,0.0,,0.0,0.0,,-50.566249070046275,-7.6545277254943205,4754,"[[-50.52080763794632, -7.739465762012279], [-50.470208396931795, -7.658157636224568], [-50.51564406210958, -7.573096980336386], [-50.61163195959093, -7.569364675675419], [-50.66220395246948, -7.650651682572513], [-50.61681542309285, -7.735692107936022]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814137fffffff,0.0,0.0,,0.0,0.0,,-50.70751110631579,-7.565538514105263,4750,"[[-50.66220395246948, -7.650651682572513], [-50.61163195959093, -7.569364675675419], [-50.65701170972131, -7.4843172610436595], [-50.75291593611412, -7.480577289065736], [-50.80346009510929, -7.561842708694447], [-50.75812798802697, -7.64686968236868]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581413bfffffff,0.0,0.0,,0.0,0.0,,-50.41957083875709,-7.5767568597522565,4763,"[[-50.37413788039048, -7.661881466556229], [-50.32352311562837, -7.580503926745741], [-50.3690053651959, -7.495423596707069], [-50.46505592280917, -7.491740475407594], [-50.51564406210958, -7.573096980336386], [-50.470208396931795, -7.658157636224568]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814167fffffff,0.0,0.0,,0.0,0.0,,-50.27946265120712,-7.379019407878017,1574,"[[-50.22228972068797, -7.417633121055072], [-50.171671248433114, -7.3361408418924325], [-50.217190626508895, -7.251035446063972], [-50.31328261531318, -7.247441092769835], [-50.36387512058986, -7.328912038652153], [-50.31840173221928, -7.413998665509348]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814173fffffff,0.0,0.0,,0.0,0.0,,-50.22424625,-7.58402675,8,"[[-50.0856414297587, -7.672935641185125], [-50.03498638859504, -7.591469285058514], [-50.080569086565056, -7.506358298667595], [-50.17676144087048, -7.5027325677162695], [-50.22739107458662, -7.584178447562509], [-50.18185389032741, -7.6692705294021355]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814177fffffff,0.0,0.0,,0.0,0.0,,-50.284655785361025,-7.499195526706231,4044,"[[-50.22739107458662, -7.584178447562509], [-50.17676144087048, -7.5027325677162695], [-50.22228972068797, -7.417633121055072], [-50.31840173221928, -7.413998665509348], [-50.3690053651959, -7.495423596707069], [-50.32352311562837, -7.580503926745741]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814183fffffff,0.0,0.0,,0.0,0.0,,-50.44015274710952,-8.242097250788312,4757,"[[-50.39469067557729, -8.327120419408391], [-50.34403134278538, -8.245946135368488], [-50.38954906376422, -8.160905109826412], [-50.485679497375074, -8.157059403819861], [-50.53631206785348, -8.238214192786486], [-50.490841094980055, -8.32323417859776]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814187fffffff,0.0,0.0,,0.0,0.0,,-50.58173338914598,-8.15325047917543,4754,"[[-50.53631206785348, -8.238214192786486], [-50.485679497375074, -8.157059403819861], [-50.53114163938761, -8.072027140125781], [-50.62718921978571, -8.068170915928103], [-50.67779443846995, -8.149305743081474], [-50.632379555841965, -8.234316751913358]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581418bfffffff,0.0,0.0,,0.0,0.0,,-50.297230737885464,-8.164570942290748,4540,"[[-50.24781911582435, -8.24978050816652], [-50.1971447950311, -8.168533953324236], [-50.24270870882092, -8.083472441406412], [-50.33890087911618, -8.079677966325619], [-50.38954906376422, -8.160905109826412], [-50.34403134278538, -8.245946135368488]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581418ffffffff,0.0,0.0,,0.0,0.0,,-50.43505016137844,-8.075861718428241,4759,"[[-50.38954906376422, -8.160905109826412], [-50.33890087911618, -8.079677966325619], [-50.384409728247654, -7.994625001010003], [-50.480520182785675, -7.990819876337017], [-50.53114163938761, -8.072027140125781], [-50.485679497375074, -8.157059403819861]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814193fffffff,0.0,0.0,,0.0,0.0,,-50.44534756314352,-8.40823743496533,4759,"[[-50.39983456511663, -8.493268167616971], [-50.349164080087206, -8.412148099706299], [-50.39469067557729, -8.327120419408391], [-50.490841094980055, -8.32323417859776], [-50.54148478339221, -8.404335135771499], [-50.4960049770325, -8.48934144050062]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814197fffffff,0.0,0.0,,0.0,0.0,,-50.58694986679293,-8.319362213804713,4752,"[[-50.54148478339221, -8.404335135771499], [-50.490841094980055, -8.32323417859776], [-50.53631206785348, -8.238214192786486], [-50.632379555841965, -8.234316751913358], [-50.68299585783421, -8.31539813252502], [-50.63757218561681, -8.400396526487446]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581419bfffffff,0.0,0.0,,0.0,0.0,,-50.30103432611988,-8.33087335446873,4621,"[[-50.25293178966618, -8.416022323460544], [-50.20224628678736, -8.334829011819219], [-50.24781911582435, -8.24978050816652], [-50.34403134278538, -8.245946135368488], [-50.39469067557729, -8.327120419408391], [-50.349164080087206, -8.412148099706299]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858141a3fffffff,0.0,0.0,,0.0,0.0,,-50.717985556655435,-7.8980894833614155,4748,"[[-50.67259531541073, -7.983148695459727], [-50.622001176013754, -7.9019617789934875], [-50.66739848722179, -7.816929752326171], [-50.763342338508274, -7.81310576575113], [-50.813908574317495, -7.894271868068272], [-50.76855898899246, -7.979282766421941]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858141a7fffffff,0.0,0.0,,0.0,0.0,,-50.859235129215854,-7.809311446880271,4744,"[[-50.813908574317495, -7.894271868068272], [-50.763342338508274, -7.81310576575113], [-50.80868318343863, -7.728086126100652], [-50.904542159788065, -7.7242539236541115], [-50.9550799084363, -7.805398745803349], [-50.90978729379358, -7.890397045770212]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858141abfffffff,0.0,0.0,,0.0,0.0,,-50.57140239974753,-7.820792550599621,4753,"[[-50.5259734965623, -7.905776740255008], [-50.475363149781124, -7.824518362831105], [-50.52080763794632, -7.739465762012279], [-50.61681542309285, -7.735692107936022], [-50.66739848722179, -7.816929752326171], [-50.622001176013754, -7.9019617789934875]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858141affffffff,0.0,0.0,,0.0,0.0,,-50.712767668,-7.731848822526315,4750,"[[-50.66739848722179, -7.816929752326171], [-50.61681542309285, -7.735692107936022], [-50.66220395246948, -7.650651682572513], [-50.75812798802697, -7.64686968236868], [-50.80868318343863, -7.728086126100652], [-50.763342338508274, -7.81310576575113]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858141b3fffffff,0.0,0.0,,0.0,0.0,,-50.723128552210525,-8.064243912210525,4750,"[[-50.67779443846995, -8.149305743081474], [-50.62718921978571, -8.068170915928103], [-50.67259531541073, -7.983148695459727], [-50.76855898899246, -7.979282766421941], [-50.819136269181804, -8.060397165777784], [-50.77377794091509, -8.145397917535783]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858141b7fffffff,0.0,0.0,,0.0,0.0,,-50.864449409742726,-7.975425695698018,4742,"[[-50.819136269181804, -8.060397165777784], [-50.76855898899246, -7.979282766421941], [-50.813908574317495, -7.894271868068272], [-50.90978729379358, -7.890397045770212], [-50.960336051600784, -7.971490552123743], [-50.91503473827693, -8.056479769240246]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858141bbfffffff,0.0,0.0,,0.0,0.0,,-50.57652848990324,-7.986992227177114,4754,"[[-50.53114163938761, -8.072027140125781], [-50.480520182785675, -7.990819876337017], [-50.5259734965623, -7.905776740255008], [-50.622001176013754, -7.9019617789934875], [-50.67259531541073, -7.983148695459727], [-50.62718921978571, -8.068170915928103]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858141c7fffffff,0.0,0.0,,0.0,0.0,,-50.229307179856114,-8.085104158273381,139,"[[-50.10087197450245, -8.17231696418563], [-50.050183323705944, -8.090999201408748], [-50.09579287230697, -8.005917757675771], [-50.19204556598506, -8.002174004012952], [-50.24270870882092, -8.083472441406412], [-50.1971447950311, -8.168533953324236]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
858141d7fffffff,0.0,0.0,,0.0,0.0,,-50.231001239819,-8.252087814479639,221,"[[-50.10595333254123, -8.338651234830493], [-50.05525347021115, -8.257385737753374], [-50.10087197450245, -8.17231696418563], [-50.1971447950311, -8.168533953324236], [-50.24781911582435, -8.24978050816652], [-50.20224628678736, -8.334829011819219]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814503fffffff,0.0,0.0,,0.0,0.0,,-50.318961187263554,-8.995332854350568,4758,"[[-50.273405181976806, -9.080271941897507], [-50.222674909440684, -8.99930512104202], [-50.26828342649892, -8.914322678631875], [-50.36457594808697, -8.910329201871738], [-50.415279914407, -8.99127852606319], [-50.369717794223405, -9.076238820479784]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814507fffffff,0.0,0.0,,0.0,0.0,,-50.46078555373291,-8.906285732071504,4755,"[[-50.415279914407, -8.99127852606319], [-50.36457594808697, -8.910329201871738], [-50.410129183098896, -8.825349965573945], [-50.506339600212804, -8.821342419175707], [-50.55701666678569, -8.90227378326774], [-50.51151034421001, -8.98723065058456]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581450bfffffff,0.0,0.0,,0.0,0.0,,-50.23784533193864,-8.918327244072524,717,"[[-50.126301351610785, -9.003283704157013], [-50.07555660148779, -8.922240828534006], [-50.1212109559553, -8.837236786702562], [-50.21756435257769, -8.833297216558593], [-50.26828342649892, -8.914322678631875], [-50.222674909440684, -8.99930512104202]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581450ffffffff,0.0,0.0,,0.0,0.0,,-50.31397856231579,-8.82933290568421,4750,"[[-50.26828342649892, -8.914322678631875], [-50.21756435257769, -8.833297216558593], [-50.263163943574654, -8.748296159841374], [-50.35943638130704, -8.744342382184708], [-50.410129183098896, -8.825349965573945], [-50.36457594808697, -8.910329201871738]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814513fffffff,0.0,0.0,,0.0,0.0,,-50.32410527417998,-9.161207105761143,4756,"[[-50.27852921143994, -9.246141217296248], [-50.22778773615243, -9.165234375372105], [-50.273405181976806, -9.080271941897507], [-50.369717794223405, -9.076238820479784], [-50.42043292917173, -9.157128547191848], [-50.374861921150114, -9.242068507566048]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814517fffffff,0.0,0.0,,0.0,0.0,,-50.466002961077216,-9.072140242794026,4753,"[[-50.42043292917173, -9.157128547191848], [-50.369717794223405, -9.076238820479784], [-50.415279914407, -8.99127852606319], [-50.51151034421001, -8.98723065058456], [-50.562198544961554, -9.068102799767987], [-50.516683378393324, -9.153040398922155]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581451bfffffff,0.0,0.0,,0.0,0.0,,-50.23963941950113,-9.084307519274375,882,"[[-50.13139401023692, -9.169251916959128], [-50.08063802774253, -9.088268063470833], [-50.126301351610785, -9.003283704157013], [-50.222674909440684, -8.99930512104202], [-50.273405181976806, -9.080271941897507], [-50.22778773615243, -9.165234375372105]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814523fffffff,0.0,0.0,,0.0,0.0,,-50.59726605365033,-8.65141193877551,4753,"[[-50.551837081423194, -8.736367676334456], [-50.50117114496539, -8.655378436139738], [-50.54665978743727, -8.570387213257977], [-50.64276711054572, -8.566407485823252], [-50.69340559122236, -8.647377918960455], [-50.64796433206522, -8.732346882996628]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814527fffffff,0.0,0.0,,0.0,0.0,,-50.73886088514225,-8.56234773846154,4745,"[[-50.69340559122236, -8.647377918960455], [-50.64276711054572, -8.566407485823252], [-50.68819957493935, -8.481423107619888], [-50.784222754823475, -8.47743163506936], [-50.834833192063485, -8.558382797957146], [-50.789448619685906, -8.643344699965805]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581452bfffffff,0.0,0.0,,0.0,0.0,,-50.4504624649695,-8.574324177782454,4753,"[[-50.40498073381316, -8.659345599102714], [-50.354299092450965, -8.57828109958655], [-50.39983456511663, -8.493268167616971], [-50.4960049770325, -8.48934144050062], [-50.54665978743727, -8.570387213257977], [-50.50117114496539, -8.655378436139738]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581452ffffffff,0.0,0.0,,0.0,0.0,,-50.59209504545454,-8.485460279882155,4752,"[[-50.54665978743727, -8.570387213257977], [-50.4960049770325, -8.48934144050062], [-50.54148478339221, -8.404335135771499], [-50.63757218561681, -8.400396526487446], [-50.68819957493935, -8.481423107619888], [-50.64276711054572, -8.566407485823252]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814533fffffff,0.0,0.0,,0.0,0.0,,-50.602463535789475,-8.817310131789473,4750,"[[-50.55701666678569, -8.90227378326774], [-50.506339600212804, -8.821342419175707], [-50.551837081423194, -8.736367676334456], [-50.64796433206522, -8.732346882996628], [-50.69861390812135, -8.81325982417326], [-50.65316385161302, -8.898211978252935]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814537fffffff,0.0,0.0,,0.0,0.0,,-50.74403712976617,-8.728288994944174,4747,"[[-50.69861390812135, -8.81325982417326], [-50.64796433206522, -8.732346882996628], [-50.69340559122236, -8.647377918960455], [-50.789448619685906, -8.643344699965805], [-50.84007011725123, -8.724238756053964], [-50.79467679174015, -8.809184912794242]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581453bfffffff,0.0,0.0,,0.0,0.0,,-50.455604544383675,-8.740374814261674,4754,"[[-50.410129183098896, -8.825349965573945], [-50.35943638130704, -8.744342382184708], [-50.40498073381316, -8.659345599102714], [-50.50117114496539, -8.655378436139738], [-50.551837081423194, -8.736367676334456], [-50.506339600212804, -8.821342419175707]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814563fffffff,0.0,0.0,,0.0,0.0,,-50.23443012962963,-8.585341599537037,432,"[[-50.11612282184276, -8.671113903655096], [-50.065400523951325, -8.58995701453708], [-50.11103694784655, -8.504917801689464], [-50.2073500426793, -8.501056413483461], [-50.258046731773526, -8.582195125602205], [-50.212456064133505, -8.667213399108073]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814567fffffff,0.0,0.0,,0.0,0.0,,-50.30503676821192,-8.497068269173253,4681,"[[-50.258046731773526, -8.582195125602205], [-50.2073500426793, -8.501056413483461], [-50.25293178966618, -8.416022323460544], [-50.349164080087206, -8.412148099706299], [-50.39983456511663, -8.493268167616971], [-50.354299092450965, -8.57828109958655]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581456ffffffff,0.0,0.0,,0.0,0.0,,-50.23271739116719,-8.41871258675079,317,"[[-50.11103694784655, -8.504917801689464], [-50.060325869818726, -8.423705930626596], [-50.10595333254123, -8.338651234830493], [-50.20224628678736, -8.334829011819219], [-50.25293178966618, -8.416022323460544], [-50.2073500426793, -8.501056413483461]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814573fffffff,0.0,0.0,,0.0,0.0,,-50.23614182123894,-8.751898261946902,565,"[[-50.1212109559553, -8.837236786702562], [-50.07047743403272, -8.756136230945701], [-50.11612282184276, -8.671113903655096], [-50.212456064133505, -8.667213399108073], [-50.263163943574654, -8.748296159841374], [-50.21756435257769, -8.833297216558593]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814577fffffff,0.0,0.0,,0.0,0.0,,-50.30939825475687,-8.663221088160677,4730,"[[-50.263163943574654, -8.748296159841374], [-50.212456064133505, -8.667213399108073], [-50.258046731773526, -8.582195125602205], [-50.354299092450965, -8.57828109958655], [-50.40498073381316, -8.659345599102714], [-50.35943638130704, -8.744342382184708]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814583fffffff,0.0,0.0,,0.0,0.0,,-50.47626772673684,-9.403738856421054,4750,"[[-50.4307458148138, -9.488582077371904], [-50.380008330302005, -9.407815540674754], [-50.425588228828495, -9.322897303432939], [-50.521858704200234, -9.318768940586542], [-50.57256918550621, -9.399518663104347], [-50.52703632306931, -9.484413560078565]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814587fffffff,0.0,0.0,,0.0,0.0,,-50.61806122535804,-9.314618032645324,4748,"[[-50.57256918550621, -9.399518663104347], [-50.521858704200234, -9.318768940586542], [-50.56738271738872, -9.233851999251948], [-50.663569790549836, -9.229708341430259], [-50.71425267691196, -9.310440790355555], [-50.668776212819814, -9.395334168063364]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581458bfffffff,0.0,0.0,,0.0,0.0,,-50.329236680900294,-9.327014955195624,4754,"[[-50.283655516321055, -9.411927780482438], [-50.23290283414402, -9.331082250232695], [-50.27852921143994, -9.246141217296248], [-50.374861921150114, -9.242068507566048], [-50.425588228828495, -9.322897303432939], [-50.380008330302005, -9.407815540674754]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
8581458ffffffff,0.0,0.0,,0.0,0.0,,-50.471099651314404,-9.237961004837013,4755,"[[-50.425588228828495, -9.322897303432939], [-50.374861921150114, -9.242068507566048], [-50.42043292917173, -9.157128547191848], [-50.516683378393324, -9.153040398922155], [-50.56738271738872, -9.233851999251948], [-50.521858704200234, -9.318768940586542]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
85814593fffffff,0.0,0.0,,0.0,0.0,,-50.481465459351305,-9.569297408593092,4748,"[[-50.43590568856529, -9.654180159965453], [-50.3851570231151, -9.573477205597083], [-50.4307458148138, -9.488582077371904], [-50.52703632306931, -9.484413560078565], [-50.57775795075423, -9.565100080937189], [-50.532216236440306, -9.649971550260302]]",70.83,29.17,Moderate Suitability,#f57c00,Suitable – biochar recommended,Good,3.0,Very Poor,0.0,Very Poor,0.0,Good,3.0,7.083
